Tag ID#1,Tag ID#2,Date Tagged,R1Date,R2Date,R3Date,dal1,dal2,dal3,R1Tag,R2Tag,R3Tag,TagSite,Site Recap1,Site Recap2,Site Recap3,Site Recap4,Inside/Outside Tagged,Inside/Outside Recap1,Inside/Outside Recap2,Inside/Outside Recap3,Inside/Outside Recap4,Fin Clip ID tagging,Species,SL (mm) Tagged,SL (mm) Recap1,SL (mm) Recap2,SL (mm) Recap3,TL (in) Recap1,TL (in) Recap2,"If recapture, released/kept? Recap1","If recapture, released/kept? Recap2","If recapture, released/kept? Recap3","If recapture, released/kept? Recap4"
751,752,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,335,,,,,,,,,
753,754,10/24/2012,12/6/2012,,,43,,,,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,353,351,,,,,"released, tag left in place",,,
756,757,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,294,,,,,,,,,
758,759,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,262,,,,,,,,,
760,761,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,303,,,,,,,,,
762,763,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,287,,,,,,,,,
764,765,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,321,,,,,,,,,
768,769,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,300,,,,,,,,,
772,773,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,340,,,,,,,,,
776,777,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,318,,,,,,,,,
778,779,10/24/2012,6/17/2013,,,,,,1,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,268,280,,,,,"released, tag left in place",,,
783,784,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,350,,,,,,,,,
786,787,10/25/2012,,,,,,,,,,Point Loma,,,,,Outside,,,,,,kelp bass,254,,,,,,,,,
788,789,10/25/2012,5/14/2013,,,201,,,2,,,Point Loma,Point Loma,,,,Outside,Outside,,,,,kelp bass,244,,,,,,released without tag,,,
801,802,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,285,,,,,,,,,
804,805,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,208,,,,,,,,,
806,807,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,311,,,,,,,,,
808,809,10/24/2012,6/24/2014,,,,,608,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,281,305,,,,,"released, tag left in place",,,
810,811,10/24/2012,12/6/2012,,,43,,,,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,283,279,,,,,"released, tag left in place",,,
812,813,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,263,,,,,,,,,
814,815,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,247,,,,,,,,,
816,817,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,243,,,,,,,,,
818,819,10/24/2012,9/13/2014,,,,,689,1,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,,kelp bass,317,,,,,,kept,,,
826,827,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,242,,,,,,,,,
831,832,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,291,,,,,,,,,
833,834,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,282,,,,,,,,,
835,836,10/24/2012,6/24/2014,,,,,608,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,246,285,,,,,"released, tag left in place",,,
837,838,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,240,,,,,,,,,
839,840,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,339,,,,,,,,,
841,842,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,255,,,,,,,,,
844,845,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,264,,,,,,,,,
847,848,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,328,,,,,,,,,
848,849,10/22/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,377,,,,,,"released, tag left in place",,,
1003,1002,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,225,,,,,,,,,
1005,1004,10/24/2012,6/17/2013,,,,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,236,243,,,,,"released, tag left in place",,,
1007,1006,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,237,,,,,,,,,
1009,1008,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,339,,,,,,,,,
1011,1010,10/24/2012,12/6/2012,,,43,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,230,230,,,,,"released, tag left in place",,,
1013,1012,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,barred sand bass,253,,,,,,,,,
1027,1026,10/24/2012,7/21/2016,,,,,,1,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,235,,,,,,,,,
1029,1028,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,393,,,,,,,,,
